participant_id	ses	variable	value	local
A00066584	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-TRT/func/sub-A00066584_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-TRT/func/sub-A00066584_ses-TRT_task-rest_acq-645_physio.json
A00066584	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/anat/sub-A00066584_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/anat/sub-A00066584_ses-BAS1_T1w.json
A00066584	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/anat/sub-A00066584_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/anat/sub-A00066584_ses-BAS1_T1w.nii.gz
A00066584	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00066584	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_bold.json
A00066584	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00066584	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066584/ses-BAS1/func/sub-A00066584_ses-BAS1_task-rest_acq-645_physio.json
A00066589	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/anat/sub-A00066589_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/anat/sub-A00066589_ses-TRT_T1w.json
A00066589	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/anat/sub-A00066589_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/anat/sub-A00066589_ses-TRT_T1w.nii.gz
A00066589	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_bold.nii.gz
A00066589	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_bold.json
A00066589	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00066589	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-TRT/func/sub-A00066589_ses-TRT_task-rest_acq-645_physio.json
A00066589	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/anat/sub-A00066589_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/anat/sub-A00066589_ses-BAS1_T1w.json
A00066589	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/anat/sub-A00066589_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/anat/sub-A00066589_ses-BAS1_T1w.nii.gz
A00066589	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00066589	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_bold.json
A00066589	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00066589	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066589/ses-BAS1/func/sub-A00066589_ses-BAS1_task-rest_acq-645_physio.json
A00066697	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/anat/sub-A00066697_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/anat/sub-A00066697_ses-TRT_T1w.json
A00066697	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/anat/sub-A00066697_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/anat/sub-A00066697_ses-TRT_T1w.nii.gz
A00066697	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_bold.nii.gz
A00066697	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_bold.json
A00066697	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00066697	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-TRT/func/sub-A00066697_ses-TRT_task-rest_acq-645_physio.json
A00066697	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/anat/sub-A00066697_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/anat/sub-A00066697_ses-BAS1_T1w.json
A00066697	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/anat/sub-A00066697_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/anat/sub-A00066697_ses-BAS1_T1w.nii.gz
A00066697	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00066697	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_bold.json
A00066697	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00066697	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066697/ses-BAS1/func/sub-A00066697_ses-BAS1_task-rest_acq-645_physio.json
A00066698	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/anat/sub-A00066698_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/anat/sub-A00066698_ses-TRT_T1w.json
A00066698	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/anat/sub-A00066698_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/anat/sub-A00066698_ses-TRT_T1w.nii.gz
A00066698	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_bold.nii.gz
A00066698	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_bold.json
A00066698	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00066698	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-TRT/func/sub-A00066698_ses-TRT_task-rest_acq-645_physio.json
A00066698	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/anat/sub-A00066698_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/anat/sub-A00066698_ses-BAS1_T1w.json
A00066698	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/anat/sub-A00066698_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/anat/sub-A00066698_ses-BAS1_T1w.nii.gz
A00066698	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00066698	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_bold.json
A00066698	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00066698	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066698/ses-BAS1/func/sub-A00066698_ses-BAS1_task-rest_acq-645_physio.json
A00066860	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/anat/sub-A00066860_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/anat/sub-A00066860_ses-TRT_T1w.json
A00066860	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/anat/sub-A00066860_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/anat/sub-A00066860_ses-TRT_T1w.nii.gz
A00066860	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_bold.nii.gz
A00066860	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_bold.json
A00066860	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00066860	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-TRT/func/sub-A00066860_ses-TRT_task-rest_acq-645_physio.json
A00066860	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/anat/sub-A00066860_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/anat/sub-A00066860_ses-BAS1_T1w.json
A00066860	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/anat/sub-A00066860_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/anat/sub-A00066860_ses-BAS1_T1w.nii.gz
A00066860	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00066860	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_bold.json
A00066860	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00066860	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00066860/ses-BAS1/func/sub-A00066860_ses-BAS1_task-rest_acq-645_physio.json
A00067146	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/anat/sub-A00067146_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/anat/sub-A00067146_ses-TRT_T1w.json
A00067146	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/anat/sub-A00067146_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/anat/sub-A00067146_ses-TRT_T1w.nii.gz
A00067146	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_bold.nii.gz
A00067146	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_bold.json
A00067146	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00067146	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-TRT/func/sub-A00067146_ses-TRT_task-rest_acq-645_physio.json
A00067146	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/anat/sub-A00067146_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/anat/sub-A00067146_ses-BAS1_T1w.json
A00067146	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/anat/sub-A00067146_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/anat/sub-A00067146_ses-BAS1_T1w.nii.gz
A00067146	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00067146	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_bold.json
A00067146	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00067146	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00067146/ses-BAS1/func/sub-A00067146_ses-BAS1_task-rest_acq-645_physio.json
A00073303	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/anat/sub-A00073303_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/anat/sub-A00073303_ses-TRT_T1w.json
A00073303	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/anat/sub-A00073303_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/anat/sub-A00073303_ses-TRT_T1w.nii.gz
A00073303	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_bold.nii.gz
A00073303	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_bold.json
A00073303	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00073303	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-TRT/func/sub-A00073303_ses-TRT_task-rest_acq-645_physio.json
A00073303	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-BAS1/anat/sub-A00073303_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-BAS1/anat/sub-A00073303_ses-BAS1_T1w.json
A00073303	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-BAS1/anat/sub-A00073303_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-BAS1/anat/sub-A00073303_ses-BAS1_T1w.nii.gz
A00073303	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00073303	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_bold.json
A00073303	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00073303/ses-BAS1/func/sub-A00073303_ses-BAS1_task-rest_acq-645_physio.tsv.gz
